nombre de usuario,MAC_0,Inicio de Conexion_0,Fin de Conexion 0,MAC_1,Inicio de Conexion_1,Fin de Conexion 1,MAC_2,Inicio de Conexion_2,Fin de Conexion 2,MAC_3,Inicio de Conexion_3,Fin de Conexion 3,MAC_4,Inicio de Conexion_4,Fin de Conexion 4,MAC_5,Inicio de Conexion_5,Fin de Conexion 5,MAC_6,Inicio de Conexion_6,Fin de Conexion 6,MAC_7,Inicio de Conexion_7,Fin de Conexion 7
invitede-pansew,BC-3D-85-C6-4C-29,Multiples conexiones,Multiples conexiones,14-96-E5-E9-E4-D3,28/09/2019 5:31,28/09/2019 5:46,5C-AF-06-0F-FF-68,Multiples conexiones,Multiples conexiones,20-2D-07-8A-E3-35,Multiples conexiones,Multiples conexiones,DC-44-B6-A7-8D-8B,28/09/2019 10:14,28/09/2019 10:16,FC-42-03-A6-44-C4,28/09/2019 10:30,28/09/2019 10:34,A8-51-5B-8C-AD-DB,Multiples conexiones,Multiples conexiones,A8-96-75-5A-41-9A,Multiples conexiones,Multiples conexiones
